PROVINCIE,link organisatie,type org,naam,adres,postcode,plaats,posx,posY,provincie,telf,regio
zuid-holland,"/zorgorganisatie/795998/fysiotherapiepraktijk/hardinxveld-giessendam/atlas-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,ATLAS Praktijk voor Fysiotherapie - Hardinxveld-Giessendam,Rembrandthof 95,3372 XV ,Hardinxveld-Giessendam,51.823662,4.883999,,0184-613196,
zuid-holland,"/zorgorganisatie/813352/huisartsenpraktijk/hardinxveld-giessendam/huisartsenpraktijk-smits-a-canoy",huisartsenpraktijk,Huisartsenpraktijk Smits & Canoy - Hardinxveld-Giessendam,Stationsstraat 12,3371 AX ,Hardinxveld-Giessendam,51.829685,4.832117,,0184-612268,
zuid-holland,"/zorgorganisatie/3064/huisartsenpraktijk/hardinxveld-giessendam/j-b-braken",huisartsenpraktijk,J.B. Braken - Hardinxveld-Giessendam,Stationsstraat 23,3371 AX ,Hardinxveld-Giessendam,51.823624,4.886501,,0184-612310,
zuid-holland,"/zorgorganisatie/793151/huisartsenpraktijk/hardinxveld-giessendam/locaal-centrum-voor-gezondheidszorg",huisartsenpraktijk,Locaal centrum voor gezondheidszorg - Hardinxveld-Giessendam,Stationsstraat 23,3371 AX ,Hardinxveld-Giessendam,51.823624,4.886501,,0184-612310,
zuid-holland,"/zorgorganisatie/813352/huisartsenpraktijk/hardinxveld-giessendam/huisartsenpraktijk-smits-a-canoy",huisartsenpraktijk,Huisartsenpraktijk Smits & Canoy - Hardinxveld-Giessendam,Stationsstraat 12,3371 AX ,Hardinxveld-Giessendam,51.829685,4.832117,,0184-612268,
zuid-holland,"/zorgorganisatie/3691/huisartsenpraktijk/hardinxveld-giessendam/huisartsenpraktijk-nijhuis",huisartsenpraktijk,Huisartsenpraktijk Nijhuis - Hardinxveld-Giessendam,Buitendams 11,3371 BA ,Hardinxveld-Giessendam,51.827988,4.832646,,0184-612265,
zuid-holland,"/zorgorganisatie/4468/huisartsenpraktijk/hardinxveld-giessendam/hammers-g-h-hammers-cupido-r-j",huisartsenpraktijk,Hammers G.H./Hammers-Cupido R.J. - Hardinxveld-Giessendam,Troelstrastraat 10,3371 VK ,Hardinxveld-Giessendam,51.825317,4.831423,,0184-612775,
zuid-holland,"/zorgorganisatie/439/huisartsenpraktijk/hardinxveld-giessendam/vroom-e-j-a-bron-b-m",huisartsenpraktijk,Vroom E.J.A./Bron B.M. - Hardinxveld-Giessendam,Drijverschuit 7,3372 VA ,Hardinxveld-Giessendam,51.822243,4.888284,,0184-612865,
zuid-holland,"/zorgorganisatie/807031/logopediepraktijk/hardinxveld-giessendam/dongen-de-kousemaeker-logopediepraktijk-j-van",logopediepraktijk,Dongen-De Kousemaeker Logopediepraktijk J van - Hardinxveld-Giessendam,Hoepmakerspad 2,3371 JB ,Hardinxveld-Giessendam,51.825294,4.824624,,0184-613782,
zuid-holland,"/zorgorganisatie/807030/logopediepraktijk/hardinxveld-giessendam/logopedische-dienst-kring-sliedrecht",logopediepraktijk,Logopedische Dienst Kring Sliedrecht - Hardinxveld-Giessendam,Bellefleur 8,3371 NA ,Hardinxveld-Giessendam,51.827225,4.817307,,0184-612001,
zuid-holland,"/zorgorganisatie/809499/pedicure-praktijk/hardinxveld-giessendam/pedicure-nel-hooikaas",pedicure-praktijk,Pedicure Nel Hooikaas - Hardinxveld-Giessendam,Nieuweweg 23,3371 CJ ,Hardinxveld-Giessendam,51.822231,4.844849,,0184-612829,
zuid-holland,"/zorgorganisatie/809500/pedicure-praktijk/hardinxveld-giessendam/verschoor-wijnie",pedicure-praktijk,Verschoor Wijnie - Hardinxveld-Giessendam,Rivierdijk 620,3371 EE ,Hardinxveld-Giessendam,51.820999,4.848379,,0184-612869,
zuid-holland,"/zorgorganisatie/809502/pedicure-praktijk/hardinxveld-giessendam/bijl-van-herwaarden-m",pedicure-praktijk,Bijl-Van Herwaarden M - Hardinxveld-Giessendam,Wolfseind 34,3371 HJ ,Hardinxveld-Giessendam,51.826977,4.829332,,0184-617431,
zuid-holland,"/zorgorganisatie/809498/pedicure-praktijk/hardinxveld-giessendam/anita-pedicure",pedicure-praktijk,Anita Pedicure - Hardinxveld-Giessendam,Kievit 9,3371 JP ,Hardinxveld-Giessendam,51.828636,4.821167,,0184-612004,
zuid-holland,"/zorgorganisatie/809503/pedicure-praktijk/hardinxveld-giessendam/wijngaarden-m-van",pedicure-praktijk,Wijngaarden M van - Hardinxveld-Giessendam,Doornsweer 7,3371 PS ,Hardinxveld-Giessendam,51.824921,4.837707,,0184-617494,
zuid-holland,"/zorgorganisatie/809501/pedicure-praktijk/hardinxveld-giessendam/callista-schoonheidsinstituut",pedicure-praktijk,Callista Schoonheidsinstituut - Hardinxveld-Giessendam,Peulenplein 1,3371 XV ,Hardinxveld-Giessendam,51.823669,4.827259,,0184-615512,
zuid-holland,"/zorgorganisatie/809504/pedicure-praktijk/hardinxveld-giessendam/pedicurepraktijk-de-voet-stap",pedicure-praktijk,Pedicurepraktijk de Voet Stap - Hardinxveld-Giessendam,Prinses Marijkestraat 8,3372 CP ,Hardinxveld-Giessendam,51.827320,4.882076,,0184-633903,
zuid-holland,"/zorgorganisatie/797465/fysiotherapiepraktijk/hazerswoude-dorp/pluijm-fysio-en-manuele-therapie-p-c-w-van-der",fysiotherapiepraktijk,Pluijm Fysio- en Manuele Therapie P.C.W. van der - Hazerswoude-Dorp,Raadhuisplein 5,2391 BJ ,Hazerswoude-Dorp,52.096176,4.595900,,0172-587802,
zuid-holland,"/zorgorganisatie/2838/huisartsenpraktijk/hazerswoude-dorp/j-c-van-der-meij-e-croiset",huisartsenpraktijk,J.C. van Der Meij/E. Croiset - Hazerswoude-Dorp,Lindehof 27a,2391 DK ,Hazerswoude-Dorp,52.096111,4.587778,,0172-589281,
zuid-holland,"/zorgorganisatie/806987/logopediepraktijk/hazerswoude-dorp/hazerswoude-dorp-logopediepraktijk",logopediepraktijk,Hazerswoude-Dorp Logopediepraktijk - Hazerswoude-Dorp,Ambachtsplein 16,2391 BD ,Hazerswoude-Dorp,52.097340,4.592839,,0172-532241,
zuid-holland,"/zorgorganisatie/809254/pedicure-praktijk/hazerswoude-dorp/kooter-c-pedicure",pedicure-praktijk,Kooter C Pedicure - Hazerswoude-Dorp,Eikenlaan 8,2391 DV ,Hazerswoude-Dorp,52.097080,4.598167,,0172-588411,
zuid-holland,"/zorgorganisatie/809255/pedicure-praktijk/hazerswoude-dorp/dijke-kouwenhoven-pedicuresalon-ciska-van",pedicure-praktijk,Dijke-Kouwenhoven Pedicuresalon Ciska van - Hazerswoude-Dorp,Hobbemastraat 36,2391 XD ,Hazerswoude-Dorp,52.094563,4.583304,,0172-588873,
zuid-holland,"/zorgorganisatie/810505/podotherapie-praktijk/hazerswoude-dorp/podotherapie-groene-hart",podotherapie-praktijk,Podotherapie Groene Hart - Hazerswoude-Dorp,Jacoba van Beyerenlaan 24,2391 EH ,Hazerswoude-Dorp,52.097309,4.587650,,0172-587103,
zuid-holland,"/zorgorganisatie/806015/fysiotherapiepraktijk/hazerswoude-rijndijk/fysiokids-kinderfysiotherapie-en-fysiotherapiepraktijk",fysiotherapiepraktijk,Fysiokids Kinderfysiotherapie- en Fysiotherapiepraktijk - Hazerswoude-Rijndijk,Rijndijk 209/a,2394 CC ,Hazerswoude-Rijndijk,52.129494,4.606530,,071-3415699,
zuid-holland,"/zorgorganisatie/806014/fysiotherapiepraktijk/hazerswoude-rijndijk/fysiotherapie-a-fysiofitness-w-van-wieringen",fysiotherapiepraktijk,Fysiotherapie & Fysiofitness W van Wieringen - Hazerswoude-Rijndijk,Albert Verweijstraat 33,2394 TK ,Hazerswoude-Rijndijk,52.125038,4.586027,,071-3415046,
zuid-holland,"/zorgorganisatie/806072/fysiotherapiepraktijk/hazerswoude-rijndijk/visiemed-fysiotherapie",fysiotherapiepraktijk,Visiemed Fysiotherapie - Hazerswoude-Rijndijk,Potgieterlaan 10/g,2394 VE ,Hazerswoude-Rijndijk,52.126446,4.584427,,071-8795673,
zuid-holland,"/zorgorganisatie/4511/huisartsenpraktijk/hazerswoude-rijndijk/oosterhoff-e-m",huisartsenpraktijk,Oosterhoff E M - Hazerswoude-Rijndijk,Rhynenburcherlaan 2a,2394 CT ,Hazerswoude-Rijndijk,52.129314,4.591899,,,
zuid-holland,"/zorgorganisatie/2363/huisartsenpraktijk/hazerswoude-rijndijk/veldt-gcm",huisartsenpraktijk,Veldt Gcm - Hazerswoude-Rijndijk,Watermanhof 24,2394 PB ,Hazerswoude-Rijndijk,52.127636,4.599332,,,
zuid-holland,"/zorgorganisatie/804020/fysiotherapiepraktijk/heenvliet/heenvliet-fysiotherapie",fysiotherapiepraktijk,Heenvliet Fysiotherapie - Heenvliet,Stationsweg 24/a,3218 AV ,Heenvliet,51.861183,4.243401,,0181-661165,
zuid-holland,"/zorgorganisatie/1621/huisartsenpraktijk/heenvliet/huisartsenpraktijk-bernisse",huisartsenpraktijk,Huisartsenpraktijk Bernisse - Heenvliet,Wethouder Gelderlandlaan 3,3218 AX ,Heenvliet,51.862114,4.239480,,0181-661414,
zuid-holland,"/zorgorganisatie/1524/huisartsenpraktijk/heenvliet/goedbloed-l-w",huisartsenpraktijk,Goedbloed L.W. - Heenvliet,Nieuwesluisplein 20,3218 VP ,Heenvliet,51.864944,4.241690,,0181-661208,
zuid-holland,"/zorgorganisatie/809405/pedicure-praktijk/heenvliet/anja-pedicure-aan-huis",pedicure-praktijk,Anja Pedicure Aan Huis - Heenvliet,Schoolstraat 19,3218 AS ,Heenvliet,51.866867,4.246648,,0181-665368,
zuid-holland,"/zorgorganisatie/809404/pedicure-praktijk/heenvliet/karin-2000-pedicure",pedicure-praktijk,Karin 2000 Pedicure - Heenvliet,Joh van Breugelplein 15,3218 VM ,Heenvliet,51.865246,4.242465,,0181-663006,
zuid-holland,"/zorgorganisatie/809406/pedicure-praktijk/heenvliet/pedicuresalon-ria-sint-nieklaas",pedicure-praktijk,Pedicuresalon Ria Sint-Nieklaas - Heenvliet,De Vroon 23,3218 XH ,Heenvliet,51.863731,4.238980,,0181-665425,
zuid-holland,"/zorgorganisatie/796179/fysiotherapiepraktijk/heerjansdam/maas-fysiotherapie-oedeemtherapie-ouderengym",fysiotherapiepraktijk,Maas Fysiotherapie / Oedeemtherapie / Ouderengym - Heerjansdam,De Manning 50,2995 AJ ,Heerjansdam,51.834877,4.568763,,078-6772692,
zuid-holland,"/zorgorganisatie/806315/fysiotherapiepraktijk/heerjansdam/visser-fysiotherapie-en-podologie-praktijk",fysiotherapiepraktijk,Visser Fysiotherapie en Podologie Praktijk - Heerjansdam,Grondzeiler 27,2995 CC ,Heerjansdam,51.838524,4.569488,,078-6772450,
zuid-holland,"/zorgorganisatie/2900/huisartsenpraktijk/heerjansdam/jong-de-r-a-p",huisartsenpraktijk,Jong de R.A.P. - Heerjansdam,De Manning 5a,2995 AE ,Heerjansdam,51.836403,4.564694,,078-6771208,
zuid-holland,"/zorgorganisatie/804777/fysiotherapiepraktijk/hei-en-boeicop/hei-en-boeicop-fysiotherapie",fysiotherapiepraktijk,Hei en Boeicop Fysiotherapie - Hei- en Boeicop,Van Zuilenstraat 7,4126 RP ,Hei- en Boeicop,51.945335,5.075614,,0345-641717,
zuid-holland,"/zorgorganisatie/2591/huisartsenpraktijk/heinenoord/m-b-j-m-evers",huisartsenpraktijk,M.B.J.M. Evers - Heinenoord,Emmastraat 2b,3274 AC ,Heinenoord,51.826050,4.476773,,0186-601301,
zuid-holland,"/zorgorganisatie/809513/pedicure-praktijk/heinenoord/vat-kersten-c-m",pedicure-praktijk,Vat-Kersten C M - Heinenoord,Avenhil 16,3274 CT ,Heinenoord,51.827778,4.483395,,0186-603312,
zuid-holland,"/zorgorganisatie/809516/pedicure-praktijk/heinenoord/voetverzorging-salon-pedique",pedicure-praktijk,Voetverzorging Salon Pedique - Heinenoord,Blaaksedijk Oost 26,3274 LC ,Heinenoord,51.812035,4.516678,,0186-604904,
zuid-holland,"/zorgorganisatie/3687/huisartsenpraktijk/hekelingen/huisartsenpraktijk-beek-venema",huisartsenpraktijk,Huisartsenpraktijk Beek/ Venema - Hekelingen,Dorpsstraat 43,3209 AD ,Hekelingen,51.826389,4.341912,,,
zuid-holland,"/zorgorganisatie/809395/pedicure-praktijk/hekelingen/visser-muis-g",pedicure-praktijk,Visser-Muis G - Hekelingen,Kluivertweg 11,3209 AP ,Hekelingen,51.825958,4.345470,,0181-635155,
zuid-holland,"/zorgorganisatie/804004/fysiotherapiepraktijk/hellevoetsluis/vermeule-fysiotherapiepraktijk-a-c-j",fysiotherapiepraktijk,Vermeule Fysiotherapiepraktijk A C J - Hellevoetsluis,Romerstraat 11,3221 BP ,Hellevoetsluis,51.832069,4.131045,,0181-313049,
zuid-holland,"/zorgorganisatie/796744/fysiotherapiepraktijk/hellevoetsluis/bruijne-timmerman-maatschap-voor-fysiotherapie",fysiotherapiepraktijk,Bruijne/Timmerman Maatschap voor Fysiotherapie - Hellevoetsluis,Isaac Da Costastraat 295,3221 TH ,Hellevoetsluis,51.833572,4.135671,,0181-310156,
zuid-holland,"/zorgorganisatie/804006/fysiotherapiepraktijk/hellevoetsluis/oostdijk-praktijk",fysiotherapiepraktijk,Oostdijk Praktijk - Hellevoetsluis,Oostdijk 10,3223 CB ,Hellevoetsluis,51.842861,4.141366,,0181-320886,
zuid-holland,"/zorgorganisatie/804005/fysiotherapiepraktijk/hellevoetsluis/schregardus-praktijk-voor-kinesiotherapie-h-a",fysiotherapiepraktijk,Schregardus Praktijk voor Kinesiotherapie H A - Hellevoetsluis,Martin Luther Kinglaan 145,3223 GG ,Hellevoetsluis,51.841442,4.145828,,0181-315279,
zuid-holland,"/zorgorganisatie/795398/fysiotherapiepraktijk/hellevoetsluis/visser-del-prado-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Visser-del Prado Praktijk voor Fysiotherapie - Hellevoetsluis,Rijksstraatweg 272,3223 KE ,Hellevoetsluis,51.852879,4.139433,,0181-320177,
zuid-holland,"/zorgorganisatie/794432/fysiotherapiepraktijk/hellevoetsluis/maatschap-voor-fysiotherapie-deurloo-de-groot",fysiotherapiepraktijk,Maatschap voor Fysiotherapie Deurloo- de Groot - Hellevoetsluis,Albert Schweitzerlaan 31-33,3223 WE ,Hellevoetsluis,51.839794,4.151981,,0181-322865,
zuid-holland,"/zorgorganisatie/795707/fysiotherapiepraktijk/hellevoetsluis/fysiopoll",fysiotherapiepraktijk,Fysiopoll - Hellevoetsluis,Struytse Hoeck 92-c,3224 HB ,Hellevoetsluis,51.830811,4.146093,,0181-318243,
zuid-holland,"/zorgorganisatie/805841/fysiotherapiepraktijk/hellevoetsluis/wil-s-kracht",fysiotherapiepraktijk,Wil's Kracht - Hellevoetsluis,Sering 134,3224 RJ ,Hellevoetsluis,51.831276,4.151623,,06-48272689,
zuid-holland,"/zorgorganisatie/804003/fysiotherapiepraktijk/hellevoetsluis/amstel-fysiotherapie-van",fysiotherapiepraktijk,Amstel Fysiotherapie van - Hellevoetsluis,De Eik 68,3224 TD ,Hellevoetsluis,51.829872,4.147040,,0181-284679,
zuid-holland,"/zorgorganisatie/792222/ggz-instelling/hellevoetsluis/delta-psychiatrisch-centrum-locatie-mfc-zuid-hollandse-eilanden",ggz-instelling,Delta Psychiatrisch Centrum locatie MFC Zuid-Hollandse Eilanden - Hellevoetsluis,Goudesteinstraat 1,3223 DA ,Hellevoetsluis,51.836208,4.145149,,0181-332033,
zuid-holland,"/zorgorganisatie/792715/ggz-instelling/hellevoetsluis/bavo-europoort-locatie-vliet",ggz-instelling,Bavo Europoort locatie Vliet - Hellevoetsluis,Vliet 2,3224 HE ,Hellevoetsluis,51.832279,4.149130,,0181-391111,
zuid-holland,"/zorgorganisatie/789/huisartsenpraktijk/hellevoetsluis/huisartsenpraktijk-hellevoetsluis-west",huisartsenpraktijk,Huisartsenpraktijk Hellevoetsluis-West - Hellevoetsluis,Isaac Da Costastraat 295,3221 TH ,Hellevoetsluis,51.839489,4.135190,,0181-312520,
zuid-holland,"/zorgorganisatie/1509/huisartsenpraktijk/hellevoetsluis/huisartsenpraktijk-hoogervorst",huisartsenpraktijk,Huisartsenpraktijk Hoogervorst - Hellevoetsluis,Glacisweg 1,3221 XA ,Hellevoetsluis,51.829876,4.131297,,0181-312536,
zuid-holland,"/zorgorganisatie/2853/huisartsenpraktijk/hellevoetsluis/huisartsenpraktijk-nieuwenhoorn",huisartsenpraktijk,Huisartsenpraktijk Nieuwenhoorn - Hellevoetsluis,Dorpsweg 1,3223 BH ,Hellevoetsluis,51.850338,4.145833,,0181-312435,
zuid-holland,"/zorgorganisatie/1225/huisartsenpraktijk/hellevoetsluis/hougee-c-l",huisartsenpraktijk,Hougee C.L. - Hellevoetsluis,Muiderslotpad 3,3223 DG ,Hellevoetsluis,51.835800,4.144786,,,
zuid-holland,"/zorgorganisatie/1175/huisartsenpraktijk/hellevoetsluis/simon-re",huisartsenpraktijk,Simon Re - Hellevoetsluis,Wisselslag 1,3223 EZ ,Hellevoetsluis,51.834984,4.140816,,0181-314554,
zuid-holland,"/zorgorganisatie/1539/huisartsenpraktijk/hellevoetsluis/barendrecht-r-w",huisartsenpraktijk,Barendrecht R.W. - Hellevoetsluis,Heeswijkstraat 11,3223 GD ,Hellevoetsluis,51.839199,4.151974,,,
zuid-holland,"/zorgorganisatie/3469/huisartsenpraktijk/hellevoetsluis/machen-e-t-m",huisartsenpraktijk,Machen E.T.M. - Hellevoetsluis,Uniceflaan 1,3223 PA ,Hellevoetsluis,51.844440,4.163249,,,
zuid-holland,"/zorgorganisatie/4764/huisartsenpraktijk/hellevoetsluis/g-w-van-nunen",huisartsenpraktijk,G.W. van Nunen - Hellevoetsluis,Struytse Hoeck 92a,3224 HB ,Hellevoetsluis,51.830811,4.146093,,,
zuid-holland,"/zorgorganisatie/4799/huisartsenpraktijk/hellevoetsluis/huisartsenpraktijk-vermeulen-van-wolfswinkel-e",huisartsenpraktijk,Huisartsenpraktijk Vermeulen van Wolfswinkel E - Hellevoetsluis,Struytse Hoeck 92a,3224 HB ,Hellevoetsluis,51.830811,4.146093,,0181-322755,
zuid-holland,"/zorgorganisatie/4104/huisartsenpraktijk/hellevoetsluis/jp-rosendaal",huisartsenpraktijk,Jp Rosendaal - Hellevoetsluis,Struytse Hoeck 92a,3224 HB ,Hellevoetsluis,51.830811,4.146093,,0181-319504,
zuid-holland,"/zorgorganisatie/2384/huisartsenpraktijk/hellevoetsluis/maatschap-helius-mc",huisartsenpraktijk,Maatschap Helius MC - Hellevoetsluis,Schelpenpad 2b,3225 BZ ,Hellevoetsluis,51.743801,4.164240,,0181-396500,
zuid-holland,"/zorgorganisatie/2136/huisartsenpraktijk/hellevoetsluis/j-w-de-waard",huisartsenpraktijk,J.W. de Waard - Hellevoetsluis,Ares 14,3225 TC ,Hellevoetsluis,51.837032,4.159653,,0181-315158,
zuid-holland,"/zorgorganisatie/807006/logopediepraktijk/hellevoetsluis/logopedisch-centrum",logopediepraktijk,Logopedisch Centrum - Hellevoetsluis,Rondostraat 1,3223 PB ,Hellevoetsluis,51.843784,4.162876,,0181-321134,
zuid-holland,"/zorgorganisatie/807007/logopediepraktijk/hellevoetsluis/hellevoetsluis-logopediepraktijk-s-l-m-krabbendam",logopediepraktijk,Hellevoetsluis Logopediepraktijk S L M Krabbendam - Hellevoetsluis,Bouvignestraat 57,3223 VA ,Hellevoetsluis,51.835869,4.148714,,0181-335060,
zuid-holland,"/zorgorganisatie/807669/logopediepraktijk/hellevoetsluis/genderen-logopediepraktijk-stefanie-van",logopediepraktijk,Genderen Logopediepraktijk Stefanie van - Hellevoetsluis,Vliet 2,3224 HE ,Hellevoetsluis,51.832279,4.149130,,06-27066402,
zuid-holland,"/zorgorganisatie/809352/pedicure-praktijk/hellevoetsluis/huber-pedicure-chiropedie-aneta",pedicure-praktijk,Huber Pedicure Chiropedie Aneta - Hellevoetsluis,Oostkade 30,3221 AK ,Hellevoetsluis,51.821545,4.128809,,0181-320425,
zuid-holland,"/zorgorganisatie/809350/pedicure-praktijk/hellevoetsluis/a-de-a-ruijter-janssen-j-g-de-ruijter",pedicure-praktijk,A de & Ruijter-Janssen J G de Ruijter - Hellevoetsluis,Westdijk 11,3222 ER ,Hellevoetsluis,51.838093,4.096506,,0181-318430,
zuid-holland,"/zorgorganisatie/809363/pedicure-praktijk/hellevoetsluis/cure-a-care-voetverzorging",pedicure-praktijk,Cure & Care Voetverzorging - Hellevoetsluis,Rijksstraatweg 61/c,3222 KA ,Hellevoetsluis,51.838161,4.134244,,0181-339931,
zuid-holland,"/zorgorganisatie/809360/pedicure-praktijk/hellevoetsluis/heiden-pedicuresalon-els-vd",pedicure-praktijk,Heiden Pedicuresalon Els vd - Hellevoetsluis,Langemeetstraat 6,3223 BL ,Hellevoetsluis,51.853588,4.146907,,0181-332203,
zuid-holland,"/zorgorganisatie/809345/pedicure-praktijk/hellevoetsluis/noordermeer-dirksen-s",pedicure-praktijk,Noordermeer-Dirksen S - Hellevoetsluis,Smithilseweg 7,3223 BR ,Hellevoetsluis,51.855293,4.147157,,0181-311402,
zuid-holland,"/zorgorganisatie/809353/pedicure-praktijk/hellevoetsluis/p-m-m-wierda",pedicure-praktijk,P M M Wierda - Hellevoetsluis,Hockeypad 15,3223 EE ,Hellevoetsluis,51.836277,4.142818,,0181-321048,
zuid-holland,"/zorgorganisatie/809358/pedicure-praktijk/hellevoetsluis/pedicure-2000",pedicure-praktijk,Pedicure 2000 - Hellevoetsluis,Burchtpad 220,3223 GR ,Hellevoetsluis,51.837910,4.149877,,0181-324707,
zuid-holland,"/zorgorganisatie/809354/pedicure-praktijk/hellevoetsluis/bonsen-hoeck-pedicure-praktijk-den",pedicure-praktijk,Bonsen Hoeck Pedicure Praktijk den - Hellevoetsluis,Marshalllaan 73,3223 HC ,Hellevoetsluis,51.843929,4.157032,,0181-321171,
zuid-holland,"/zorgorganisatie/809364/pedicure-praktijk/hellevoetsluis/melinda-schoonheids-pedicure-a-nagelstylingsalon",pedicure-praktijk,Melinda Schoonheids- Pedicure- & Nagelstylingsalon - Hellevoetsluis,Buitendijkweide 14,3223 NJ ,Hellevoetsluis,51.849480,4.161005,,0181-393876,
zuid-holland,"/zorgorganisatie/809365/pedicure-praktijk/hellevoetsluis/jennie-voetverzorgingssalon",pedicure-praktijk,Jennie Voetverzorgingssalon - Hellevoetsluis,Uniceflaan 26,3223 PA ,Hellevoetsluis,51.844440,4.163249,,0181-399958,
zuid-holland,"/zorgorganisatie/809346/pedicure-praktijk/hellevoetsluis/voetje-voetverzorging-t",pedicure-praktijk,Voetje Voetverzorging 't - Hellevoetsluis,Rondostraat 38,3223 PB ,Hellevoetsluis,51.843784,4.162876,,0181-315549,
zuid-holland,"/zorgorganisatie/809351/pedicure-praktijk/hellevoetsluis/leeuwen-j-j-van",pedicure-praktijk,Leeuwen J J van - Hellevoetsluis,Volantestraat 49,3223 PH ,Hellevoetsluis,51.841728,4.162730,,0181-319854,
zuid-holland,"/zorgorganisatie/809359/pedicure-praktijk/hellevoetsluis/almen-witvliet-a-van",pedicure-praktijk,Almen-Witvliet A van - Hellevoetsluis,Willem Joseph v Ghentstr 6,3223 RH ,Hellevoetsluis,51.844391,4.146137,,0181-325927,
zuid-holland,"/zorgorganisatie/809380/pedicure-praktijk/hellevoetsluis/voetverzorging-mk",pedicure-praktijk,Voetverzorging Mk - Hellevoetsluis,Marshalllaan 30,3223 TK ,Hellevoetsluis,51.841747,4.158923,,0181-506719,
zuid-holland,"/zorgorganisatie/809362/pedicure-praktijk/hellevoetsluis/bodenstaff-pedicure-mariska",pedicure-praktijk,Bodenstaff Pedicure Mariska - Hellevoetsluis,Esdoornlaan 93,3224 EL ,Hellevoetsluis,51.827236,4.152990,,0181-339701,
zuid-holland,"/zorgorganisatie/809356/pedicure-praktijk/hellevoetsluis/voornesteyn-pedicurepraktijk",pedicure-praktijk,Voornesteyn Pedicurepraktijk - Hellevoetsluis,De Eik 68,3224 TD ,Hellevoetsluis,51.829872,4.147040,,0181-324540,
zuid-holland,"/zorgorganisatie/809344/pedicure-praktijk/hellevoetsluis/mijl-geerders-m-c-vd",pedicure-praktijk,Mijl-Geerders M C vd - Hellevoetsluis,Sneeuwbal 7,3224 TP ,Hellevoetsluis,51.827267,4.150925,,0181-310260,
zuid-holland,"/zorgorganisatie/809355/pedicure-praktijk/hellevoetsluis/isabel-mobiele-pedicure",pedicure-praktijk,Isabel Mobiele Pedicure - Hellevoetsluis,Vlasakkerplein 13,3224 VL ,Hellevoetsluis,51.824680,4.139680,,0181-324376,
zuid-holland,"/zorgorganisatie/809349/pedicure-praktijk/hellevoetsluis/elly-voetverzorgingspraktijk",pedicure-praktijk,Elly Voetverzorgingspraktijk - Hellevoetsluis,Citroenvlinder 9,3225 CG ,Hellevoetsluis,51.831642,4.155522,,0181-317251,
zuid-holland,"/zorgorganisatie/809361/pedicure-praktijk/hellevoetsluis/simons-m",pedicure-praktijk,Simons M - Hellevoetsluis,Rietvoorn 16,3225 PH ,Hellevoetsluis,51.832783,4.163191,,0181-337099,
